50;1;0.20140722393989563
50;3;0.13682663440704346
50;5;0.12298373878002167
50;7;0.13966575264930725
50;9;0.17936073243618011
50;11;0.2091563194990158
50;13;0.2738156020641327
100;1;0.1700088232755661
100;3;0.0994098037481308
100;5;0.11476290225982666
100;7;0.13930657505989075
100;9;0.15685883164405823
100;11;0.1896011382341385
100;13;0.21311123669147491
150;1;0.15509045124053955
150;3;0.10349556803703308
150;5;0.10084748268127441
150;7;0.1365787535905838
150;9;0.1388733983039856
150;11;0.17547157406806946
150;13;0.20171843469142914
200;1;0.13749966025352478
200;3;0.10478898882865906
200;5;0.1082766205072403
200;7;0.12143399566411972
200;9;0.17718929052352905
200;11;0.18841467797756195
200;13;0.20882479846477509
250;1;0.14076770842075348
250;3;0.09197000414133072
250;5;0.1150757223367691
250;7;0.16372717916965485
250;9;0.17272260785102844
250;11;0.17876093089580536
250;13;0.20374411344528198
300;1;0.14005440473556519
300;3;0.09982989728450775
300;5;0.09606660902500153
300;7;0.1295512318611145
300;9;0.16021190583705902
300;11;0.18028223514556885
300;13;0.21920645236968994
350;1;0.11508576571941376
350;3;0.09142137318849564
350;5;0.10713706165552139
350;7;0.14143630862236023
350;9;0.1802360713481903
350;11;0.2109779268503189
350;13;0.25052815675735474
400;1;0.12593777477741241
400;3;0.08792603015899658
400;5;0.10237432271242142
400;7;0.15828046202659607
400;9;0.18529844284057617
400;11;0.22859089076519012
400;13;0.2567982077598572
450;1;0.12200193107128143
450;3;0.0889427587389946
450;5;0.1058485209941864
450;7;0.13577131927013397
450;9;0.16468237340450287
450;11;0.20704489946365356
450;13;0.25196895003318787
500;1;0.11872828006744385
500;3;0.08732772618532181
500;5;0.10164347290992737
500;7;0.14001911878585815
500;9;0.17207568883895874
500;11;0.19854266941547394
500;13;0.23262998461723328
550;1;0.12724542617797852
550;3;0.09840723127126694
550;5;0.09614203125238419
550;7;0.14484861493110657
550;9;0.1523461788892746
550;11;0.20754243433475494
550;13;0.24628472328186035
600;1;0.12224165350198746
600;3;0.08066978305578232
600;5;0.10472751408815384
600;7;0.12493418902158737
600;9;0.2118631899356842
600;11;0.2255464345216751
600;13;0.26668933033943176
650;1;0.1173681989312172
650;3;0.08947543054819107
650;5;0.15409088134765625
650;7;0.14767970144748688
650;9;0.19696885347366333
650;11;0.21907563507556915
650;13;0.291698157787323
700;1;0.11316011846065521
700;3;0.08767344802618027
700;5;0.127214714884758
700;7;0.13953860104084015
700;9;0.1805882453918457
700;11;0.25220921635627747
700;13;0.24601531028747559
750;1;0.12341086566448212
750;3;0.10914674401283264
750;5;0.10549574345350266
750;7;0.13291390240192413
750;9;0.19208766520023346
750;11;0.23116770386695862
750;13;0.24424304068088531
800;1;0.13203050196170807
800;3;0.08012156188488007
800;5;0.09357113391160965
800;7;0.15141162276268005
800;9;0.16159586608409882
800;11;0.22883591055870056
800;13;0.30064183473587036
850;1;0.11652158200740814
850;3;0.09162134677171707
850;5;0.11540805548429489
850;7;0.13292372226715088
850;9;0.19331005215644836
850;11;0.2426750510931015
850;13;0.2594582438468933
900;1;0.11584223806858063
900;3;0.09545141458511353
900;5;0.10791032761335373
900;7;0.1383049339056015
900;9;0.18047866225242615
900;11;0.21499894559383392
900;13;0.24629424512386322
950;1;0.1136631965637207
950;3;0.08773639053106308
950;5;0.11649263650178909
950;7;0.1286725103855133
950;9;0.19405624270439148
950;11;0.21553994715213776
950;13;0.3015224039554596
