25;7;0.1543331891298294
25;12;0.18496133387088776
25;17;0.23807749152183533
125;7;0.0861237421631813
125;12;0.15617315471172333
125;17;0.1790415346622467
225;7;0.10381869971752167
225;12;0.13046008348464966
225;17;0.20778542757034302
325;7;0.11085940152406693
325;12;0.14003321528434753
325;17;0.20003032684326172
425;7;0.10765404254198074
425;12;0.1382438838481903
425;17;0.19071026146411896
525;7;0.09354925900697708
525;12;0.14335724711418152
525;17;0.23300278186798096
625;7;0.09600044041872025
625;12;0.14143846929073334
625;17;0.21590915322303772
