1;1;0.36285976
1;2;0.6786952
1;3;0.96665365
1;4;1.2134802
1;5;1.4192541
1;6;1.5932
1;7;1.728927
1;8;1.8319876
1;9;1.9107985
1;10;1.972512
1;11;2.020458
1;12;2.0577507
1;13;2.0864995
1;14;2.108758
2;1;0.28080288
2;2;0.5427842
2;3;0.8312718
2;4;1.0871171
2;5;1.3047527
2;6;1.4848758
2;7;1.6287035
2;8;1.7398894
2;9;1.8303362
2;10;1.9081511
2;11;1.9684412
2;12;2.01285
2;13;2.0456188
2;14;2.0719101
3;1;0.24435428
3;2;0.42256472
3;3;0.6752897
3;4;0.93341655
3;5;1.162003
3;6;1.3568068
3;7;1.5189778
3;8;1.6420586
3;9;1.7431986
3;10;1.823657
3;11;1.8857291
3;12;1.9336574
3;13;1.98052
3;14;2.0183814
4;1;0.22957668
4;2;0.3550236
4;3;0.5332531
4;4;0.7644674
4;5;0.997894
4;6;1.1993011
4;7;1.3782183
4;8;1.5258409
4;9;1.6436318
4;10;1.7322575
4;11;1.8030897
4;12;1.8614466
4;13;1.9091988
4;14;1.9455922
5;1;0.22313645
5;2;0.3059342
5;3;0.44087455
5;4;0.61081296
5;5;0.81979924
5;6;1.0318067
5;7;1.2125611
5;8;1.3776289
5;9;1.516424
5;10;1.6285915
5;11;1.7133974
5;12;1.7806027
5;13;1.832657
5;14;1.8771716
6;1;0.21868348
6;2;0.2744964
6;3;0.37495175
6;4;0.5019957
6;5;0.66085804
6;6;0.8519916
6;7;1.0454118
6;8;1.2111784
6;9;1.3650491
6;10;1.4962746
6;11;1.605123
6;12;1.686527
6;13;1.7526438
6;14;1.8044562
7;1;0.21602759
7;2;0.257381
7;3;0.32360289
7;4;0.42787924
7;5;0.54694664
7;6;0.69300115
7;7;0.8692255
7;8;1.046441
7;9;1.203311
7;10;1.3470473
7;11;1.4711758
7;12;1.5758752
7;13;1.6559781
7;14;1.7210956
8;1;0.21558276
8;2;0.2454009
8;3;0.29420713
8;4;0.36674765
8;5;0.46413293
8;6;0.5784026
8;7;0.71656483
8;8;0.87767035
8;9;1.0420487
8;10;1.1911516
8;11;1.3268652
8;12;1.4449524
8;13;1.5445713
8;14;1.6227689
9;1;0.2162624
9;2;0.23497134
9;3;0.27366588
9;4;0.32234937
9;5;0.40111265
9;6;0.48944482
9;7;0.6001887
9;8;0.7326229
9;9;0.88147885
9;10;1.0344893
9;11;1.1777996
9;12;1.306097
9;13;1.4196293
9;14;1.5141165
10;1;0.21714637
10;2;0.22799987
10;3;0.25685224
10;4;0.2974856
10;5;0.346602
10;6;0.42564216
10;7;0.5111037
10;8;0.61679775
10;9;0.74412966
10;10;0.8834165
10;11;1.0256754
10;12;1.1640471
10;13;1.2865517
10;14;1.395278
11;1;0.22115609
11;2;0.22353312
11;3;0.24422437
11;4;0.27869153
11;5;0.3133829
11;6;0.37073937
11;7;0.44420335
11;8;0.5297233
11;9;0.6309211
11;10;0.75273865
11;11;0.8840438
11;12;1.0168586
11;13;1.1496996
11;14;1.2685024
12;1;0.2265864
12;2;0.22061214
12;3;0.23262683
12;4;0.26010293
12;5;0.29048508
12;6;0.328652
12;7;0.38923264
12;8;0.4591109
12;9;0.5447124
12;10;0.6454449
12;11;0.7603614
12;12;0.8841354
12;13;1.0087556
12;14;1.1370349
13;1;0.23045883
13;2;0.22436944
13;3;0.22342947
13;4;0.24355298
13;5;0.27291054
13;6;0.29996297
13;7;0.34258145
13;8;0.40526366
13;9;0.47556004
13;10;0.5577386
13;11;0.65816134
13;12;0.76779574
13;13;0.88560027
13;14;1.0035523
14;1;0.23286682
14;2;0.22774777
14;3;0.22293204
14;4;0.22934955
14;5;0.25350136
14;6;0.2790655
14;7;0.31311592
14;8;0.35702983
14;9;0.4200599
14;10;0.49057153
14;11;0.5702049
14;12;0.6714456
14;13;0.77653795
14;14;0.8886985
15;1;0.23425344
15;2;0.23001829
15;3;0.22504663
15;4;0.22102714
15;5;0.23591077
15;6;0.26078248
15;7;0.2851728
15;8;0.3248219
15;9;0.372133
15;10;0.43442312
15;11;0.50601834
15;12;0.58696675
15;13;0.6841398
15;14;0.78520817
16;1;0.23483327
16;2;0.23081815
16;3;0.22675613
16;4;0.22079554
16;5;0.22341251
16;6;0.24311349
16;7;0.2651926
16;8;0.2976874
16;9;0.3355665
16;10;0.387962
16;11;0.45024335
16;12;0.5204686
16;13;0.6033353
16;14;0.6963922
17;1;0.23461777
17;2;0.23094949
17;3;0.22782153
17;4;0.22119501
17;5;0.21913612
17;6;0.22629508
17;7;0.24770847
17;8;0.2709626
17;9;0.30884084
17;10;0.34620032
17;11;0.40253434
17;12;0.46601787
17;13;0.5340471
17;14;0.6190193
18;1;0.23413834
18;2;0.23046234
18;3;0.22740999
18;4;0.22170052
18;5;0.21789107
18;6;0.2203576
18;7;0.2307848
18;8;0.25124612
18;9;0.2820925
18;10;0.31902614
18;11;0.36035904
18;12;0.41717073
18;13;0.48131904
18;14;0.5503968
19;1;0.23362789
19;2;0.22945234
19;3;0.22632954
19;4;0.22172898
19;5;0.21662387
19;6;0.2160717
19;7;0.22191787
19;8;0.23428658
19;9;0.25811028
19;10;0.29280525
19;11;0.33008972
19;12;0.37521827
19;13;0.4337931
19;14;0.4959506
20;1;0.23342097
20;2;0.22801068
20;3;0.22485965
20;4;0.22111687
20;5;0.2151643
20;6;0.21398091
20;7;0.2158201
20;8;0.22247022
20;9;0.23760054
20;10;0.26739573
20;11;0.30352888
20;12;0.34038284
20;13;0.3898568
20;14;0.44979873
21;1;0.23277494
21;2;0.22644767
21;3;0.22307369
21;4;0.21945935
21;5;0.21468031
21;6;0.21228555
21;7;0.21211135
21;8;0.21668014
21;9;0.22337815
21;10;0.24599406
21;11;0.2780434
21;12;0.31479833
21;13;0.35110524
21;14;0.40555546
22;1;0.23155007
22;2;0.22563517
22;3;0.22103828
22;4;0.217594
22;5;0.21392462
22;6;0.21048963
22;7;0.20990026
22;8;0.21076801
22;9;0.21553728
22;10;0.2259183
22;11;0.25470725
22;12;0.2895089
22;13;0.32518595
22;14;0.3660406
23;1;0.2298111
23;2;0.22453138
23;3;0.2189787
23;4;0.21557182
23;5;0.21242315
23;6;0.20854071
23;7;0.20797125
23;8;0.20801729
23;9;0.2111479
23;10;0.216243
23;11;0.23491627
23;12;0.26474142
23;13;0.30106655
23;14;0.33577415
24;1;0.2278868
24;2;0.22272685
24;3;0.21788228
24;4;0.2134361
24;5;0.21043539
24;6;0.20725203
24;7;0.20615888
24;8;0.20587829
24;9;0.20623049
24;10;0.20976707
24;11;0.21958867
24;12;0.24383473
24;13;0.2768516
24;14;0.31185198
25;1;0.22582203
25;2;0.2207923
25;3;0.21619332
25;4;0.21131659
25;5;0.20837495
25;6;0.20622426
25;7;0.20424739
25;8;0.20408744
25;9;0.20421973
25;10;0.2056489
25;11;0.20953956
25;12;0.22550684
25;13;0.25325543
25;14;0.28871092
26;1;0.22365493
26;2;0.21876502
26;3;0.2143367
26;4;0.20988676
26;5;0.20624295
26;6;0.2043077
26;7;0.20226681
26;8;0.20238176
26;9;0.20228338
26;10;0.20225403
26;11;0.20453006
26;12;0.21444649
26;13;0.23414662
26;14;0.26547813
27;1;0.2214182
27;2;0.21667403
27;3;0.21241856
27;4;0.20834428
27;5;0.20365337
27;6;0.20217368
27;7;0.20059523
27;8;0.20060655
27;9;0.20082358
27;10;0.20090017
27;11;0.20073017
27;12;0.20393577
27;13;0.22035015
27;14;0.2442672
28;1;0.21913806
28;2;0.21454337
28;3;0.21046022
28;4;0.20676729
28;5;0.20228824
28;6;0.19974509
28;7;0.19893852
28;8;0.19877413
28;9;0.1992887
28;10;0.1995059
28;11;0.19899091
28;12;0.19991955
28;13;0.20985311
28;14;0.22637033
29;1;0.2168374
29;2;0.21239358
29;3;0.20848027
29;4;0.20501715
29;5;0.20094144
29;6;0.19739717
29;7;0.19668108
29;8;0.19643512
29;9;0.19746682
29;10;0.19823632
29;11;0.1980187
29;12;0.1968548
29;13;0.20104152
29;14;0.216099
30;1;0.21453401
30;2;0.21024162
30;3;0.20649478
30;4;0.20321485
30;5;0.19957703
30;6;0.19600955
30;7;0.19450873
30;8;0.19425479
30;9;0.19536754
30;10;0.19643298
30;11;0.1971929
30;12;0.19632462
30;13;0.19595304
30;14;0.20618933
31;1;0.21224359
31;2;0.20810065
31;3;0.2045159
31;4;0.20141223
31;5;0.19820419
31;6;0.19487286
31;7;0.19242021
31;8;0.19232449
31;9;0.19332865
31;10;0.19459149
31;11;0.19559288
31;12;0.19551343
31;13;0.19375718
31;14;0.1990022
32;1;0.2099773
32;2;0.20598254
32;3;0.20255482
32;4;0.19961956
32;5;0.19683215
32;6;0.1937246
32;7;0.19093493
32;8;0.19041124
32;9;0.19135034
32;10;0.19279534
32;11;0.19402266
32;12;0.19456041
32;13;0.19388393
32;14;0.19248444
33;1;0.20774508
33;2;0.20389563
33;3;0.20061937
33;4;0.19784546
33;5;0.19546756
33;6;0.1925717
33;7;0.19000337
33;8;0.18857607
33;9;0.18904829
33;10;0.1910438
33;11;0.19248101
33;12;0.19358277
33;13;0.19321609
33;14;0.1915186
34;1;0.20555487
34;2;0.20184723
34;3;0.19871709
34;4;0.19609666
34;5;0.19394135
34;6;0.19142005
34;7;0.18906012
34;8;0.18692061
34;9;0.18730429
34;10;0.18933758
34;11;0.19096765
34;12;0.19230467
34;13;0.19256249
34;14;0.19194376
35;1;0.2034125
35;2;0.19984326
35;3;0.19685292
35;4;0.19437909
35;5;0.19238392
35;6;0.190274
35;7;0.18811011
35;8;0.18617857
35;9;0.18570623
35;10;0.18747857
35;11;0.18948305
35;12;0.19103828
35;13;0.19191799
35;14;0.19150263
36;1;0.20132208
36;2;0.1978873
36;3;0.1950314
36;4;0.19269672
36;5;0.19085088
36;6;0.18913835
36;7;0.18715772
36;8;0.18542165
36;9;0.184172
36;10;0.1852102
36;11;0.18802658
36;12;0.18978402
36;13;0.1911816
36;14;0.19111827
37;1;0.19928691
37;2;0.19598341
37;3;0.19325563
37;4;0.19105294
37;5;0.18934646
37;6;0.1880165
37;7;0.1862072
37;8;0.18465272
37;9;0.18324631
37;10;0.18365562
37;11;0.18651393
37;12;0.18854117
37;13;0.19016466
37;14;0.19072628
38;1;0.19730929
38;2;0.1941326
38;3;0.19152758
38;4;0.1894508
38;5;0.18787351
38;6;0.18671522
38;7;0.18526158
38;8;0.18387666
38;9;0.18265396
38;10;0.182325
38;11;0.18446818
38;12;0.18731013
38;13;0.18914324
38;14;0.19032422
39;1;0.19539133
39;2;0.19233662
39;3;0.18984932
39;4;0.18789154
39;5;0.18643492
39;6;0.18540081
39;7;0.18432376
39;8;0.18309614
39;9;0.18204454
39;10;0.181065
39;11;0.18250191
39;12;0.1860581
39;13;0.18811771
39;14;0.18976521
40;1;0.19353288
40;2;0.19065845
40;3;0.1883027
40;4;0.18637893
40;5;0.18503228
40;6;0.18411255
40;7;0.18339637
40;8;0.18231472
40;9;0.18142146
40;10;0.180617
40;11;0.1811352
40;12;0.18421298
40;13;0.18708932
40;14;0.1889528
41;1;0.1921607
41;2;0.18947232
41;3;0.18724266
41;4;0.18544707
41;5;0.18405133
41;6;0.1829851
41;7;0.18238592
41;8;0.18153471
41;9;0.18078744
41;10;0.18014571
41;11;0.18002155
41;12;0.18243086
41;13;0.18602288
41;14;0.18812221
42;1;0.19087753
42;2;0.18831503
42;3;0.1862059
42;4;0.18453112
42;5;0.1832538
42;6;0.18230757
42;7;0.18162048
42;8;0.18075827
42;9;0.18014607
42;10;0.17965421
42;11;0.17918691
42;12;0.1807091
42;13;0.18435767
42;14;0.1872738
43;1;0.18962917
43;2;0.18718717
43;3;0.18519282
43;4;0.18363231
43;5;0.18246558
43;6;0.18163052
43;7;0.1810599
43;8;0.18051079
43;9;0.17954716
43;10;0.17914575
43;11;0.17883459
43;12;0.17951763
43;13;0.18274045
43;14;0.18633023
44;1;0.1884157
44;2;0.18608949
44;3;0.18420473
44;4;0.18275154
44;5;0.18168807
44;6;0.18095627
44;7;0.18049291
44;8;0.18022901
44;9;0.17946517
44;10;0.17870632
44;11;0.17845628
44;12;0.17857537
44;13;0.18116874
44;14;0.18482643
45;1;0.18724105
45;2;0.18502247
45;3;0.18324223
45;4;0.18189034
45;5;0.1809231
45;6;0.18028659
45;7;0.17992166
45;8;0.17976385
45;9;0.17935458
45;10;0.17873558
45;11;0.17811772
45;12;0.17800748
45;13;0.1796403
45;14;0.1833567
46;1;0.18609181
46;2;0.1839853
46;3;0.18230519
46;4;0.18104857
46;5;0.18017179
46;6;0.1796236
46;7;0.17934892
46;8;0.17928788
46;9;0.17921796
46;10;0.178729
46;11;0.17825586
46;12;0.17772597
46;13;0.17860892
46;14;0.18191925
47;1;0.1849438
47;2;0.18297848
47;3;0.18139389
47;4;0.18022725
47;5;0.17943501
47;6;0.1789684
47;7;0.17877665
47;8;0.1788038
